"","xi","GrantDate","PatentNo","MatchAsgName","comp"
"191",12.8840036392212,"2004-09-14",6790256,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"192",9.29093456268311,"2004-08-24",6779600,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"193",10.2506341934204,"2004-09-21",6792665,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"194",9.26965522766113,"2004-07-20",6763605,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"195",10.2506341934204,"2004-09-21",6795373,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"196",36.4633407592773,"2004-07-27",6766870,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"197",6.81072092056274,"2004-09-28",6797329,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"198",9.29093456268311,"2004-08-24",6780037,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"199",11.9714651107788,"2004-08-10",6772843,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"200",11.9714651107788,"2004-08-10",6774094,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"201",38.1334953308105,"2004-08-31",6782952,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"202",9.29093456268311,"2004-08-24",6779613,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"203",10.2506341934204,"2004-09-21",6794652,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"204",17.6998138427734,"2004-08-17",6776636,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"205",6.81072092056274,"2004-09-28",6798350,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"206",9.29093456268311,"2004-08-24",6781501,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"207",6.81072092056274,"2004-09-28",6796380,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"208",21.5578708648682,"2004-11-16",6817426,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"209",12.8840036392212,"2004-09-14",6790812,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"210",35.4185333251953,"2004-11-30",6823605,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"211",22.1759052276611,"2004-10-19",6805197,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
